marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__quantidade_de_marchas,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__diametro_minimo_de_giro,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__variacao_do_comando,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__rotacao_maxima,geral__angulo_de_entrada,geral__angulo_de_saida,geral__altura_minima_do_solo,geral__autonomia,geral__capacidade_da_bateria,geral__potencia,geral__potencia_de_recarga,geral__torque,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__cilindrada_unitaria,geral__deslocamento,geral__cacamba,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__reboque_sem_freio,geral__angulo_central,geral__reboque_com_freio,geral__viscosidade_do_oleo,geral__tuchos,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__travessia_de_agua,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
nissan,Livina,livina,livina-sl-x-gear-1-8-at-2012,livina-sl-x-gear-1-8-at-2012,https://www.fichacompleta.com.br/carros/nissan/livina-sl-x-gear-1-8-at-2012,2026-06-15T15:53:51.684733,Nissan Livina SL X-Gear 1.8 AT 2012,"10,7 s",182 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"9,3 kg/cv","67,0 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1172 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,575 km,450 km,"11,5 km/l",9 km/l,4,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",418 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 km,275 km,"7,3 km/l","5,5 km/l",,,,,,,,,,
nissan,Livina,livina,livina-1-6-2013,livina-1-6-2013,https://www.fichacompleta.com.br/carros/nissan/livina-1-6-2013,2026-06-15T15:53:55.074855,Nissan Livina 1.6 2013,"11,7 s",183 km/h,Embreagem monodisco a seco,Manual,JH3,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,"Duplo no cabeçote, correia dentada","80,5 mm","79,5 mm",Transversal,Dianteiro,"10,8 kg/cv","76,5 kg/kgfm","67,6 cv/litro",108 cv (A) 104 cv (G) a 5750 rpm,10:1,,,"9,6 kgfm/litro","15,3 kgfm (A) 14,9 kgfm (G) a 3750 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1170 kg,449 litros,50 litros,130 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,595 km,510 km,"11,9 km/l","10,2 km/l",5,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",395 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 km,350 km,"8,1 km/l",7 km/l,,,,,,,,,,
nissan,Livina,livina,livina-grand-s-1-8-2013,livina-grand-s-1-8-2013,https://www.fichacompleta.com.br/carros/nissan/livina-grand-s-1-8-2013,2026-06-15T15:53:57.790271,Nissan Livina Grand S 1.8 2013,"10,9 s",190 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"10,3 kg/cv","73,9 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1620 mm,1470 mm,1475 mm,4420 mm,2600 mm,1690 mm,1293 kg,,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,575 km,450 km,"11,5 km/l",9 km/l,6,,,"10,6 m",,,,Admissão,,"2,23 m²","0,749 m²",,"0,336",571 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 km,320 km,8 km/l,"6,4 km/l",,,,,,,,,450 litros,123 litros
nissan,Livina,livina,livina-grand-sl-1-8-at-2013,livina-grand-sl-1-8-at-2013,https://www.fichacompleta.com.br/carros/nissan/livina-grand-sl-1-8-at-2013,2026-06-15T15:54:02.300084,Nissan Livina Grand SL 1.8 AT 2013,"11,8 s",181 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"10,4 kg/cv","74,6 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1620 mm,1470 mm,1475 mm,4420 mm,2600 mm,1690 mm,1306 kg,,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,560 km,445 km,"11,2 km/l","8,9 km/l",4,,,"10,6 m",,,,Admissão,,"2,23 m²","0,749 m²",,"0,336",571 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385 km,310 km,"7,7 km/l","6,2 km/l",,,,,,,,,450 litros,123 litros
nissan,Livina,livina,livina-s-1-6-2013,livina-s-1-6-2013,https://www.fichacompleta.com.br/carros/nissan/livina-s-1-6-2013,2026-06-15T15:54:05.752928,Nissan Livina S 1.6 2013,"11,7 s",183 km/h,Embreagem monodisco a seco,Manual,JH3,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,Duplo no cabeçote,"80,5 mm","79,5 mm",Transversal,Dianteiro,"10,8 kg/cv","76,5 kg/kgfm","67,6 cv/litro",,10:1,,,"9,6 kgfm/litro",,4,1570 mm,,,4180 mm,2600 mm,1690 mm,1170 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,510 km,"11,9 km/l","10,2 km/l",,5750 rpm,3750 rpm,,,,Correia dentada,,,"2,23 m²","0,749 m²","0,336",,395 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,108 cv,104 cv,"15,3 kgfm","14,9 kgfm",405 km,350 km,"8,1 km/l",7 km/l,,,,,,,,,,
nissan,Livina,livina,livina-s-1-8-at-2013,livina-s-1-8-at-2013,https://www.fichacompleta.com.br/carros/nissan/livina-s-1-8-at-2013,2026-06-15T15:54:10.405065,Nissan Livina S 1.8 AT 2013,"10,8 s",182 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","68,2 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1193 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,550 km,475 km,11 km/l,"9,5 km/l",4,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",395 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 km,325 km,"7,5 km/l","6,5 km/l",,,,,,,,,,
nissan,Livina,livina,livina-sl-1-8-at-2013,livina-sl-1-8-at-2013,https://www.fichacompleta.com.br/carros/nissan/livina-sl-1-8-at-2013,2026-06-15T15:54:14.683900,Nissan Livina SL 1.8 AT 2013,"10,8 s",182 km/h,Conversor de torque,Automático,,4,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,Duplo no cabeçote,"81,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","68,2 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1193 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,550 km,475 km,11 km/l,"9,5 km/l",4,5200 rpm,4800 rpm,Não informado,,,Corrente,,,"2,23 m²","0,749 m²","0,336","0,336",395 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,126 cv,125 cv,"17,5 kgfm","17,5 kgfm",375 km,325 km,"7,5 km/l","6,5 km/l",,,,,,,,,,
nissan,Livina,livina,livina-sl-x-gear-1-8-at-2013,livina-sl-x-gear-1-8-at-2013,https://www.fichacompleta.com.br/carros/nissan/livina-sl-x-gear-1-8-at-2013,2026-06-15T15:54:17.671550,Nissan Livina SL X-Gear 1.8 AT 2013,"10,7 s",182 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"9,3 kg/cv","67,0 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1172 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,575 km,450 km,"11,5 km/l",9 km/l,4,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",418 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 km,275 km,"7,3 km/l","5,5 km/l",,,,,,,,,,
nissan,Livina,livina,livina-1-6-2014,livina-1-6-2014,https://www.fichacompleta.com.br/carros/nissan/livina-1-6-2014,2026-06-15T15:54:20.728973,Nissan Livina 1.6 2014,"11,7 s",183 km/h,Embreagem monodisco a seco,Manual,JH3,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,"Duplo no cabeçote, correia dentada","80,5 mm","79,5 mm",Transversal,Dianteiro,"10,7 kg/cv","75,8 kg/kgfm","67,6 cv/litro",108 cv (A) 104 cv (G) a 5750 rpm,10:1,,,"9,6 kgfm/litro","15,3 kgfm (A) 14,9 kgfm (G) a 3750 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1159 kg,449 litros,50 litros,130 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,595 km,510 km,"11,9 km/l","10,2 km/l",5,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",400 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 km,350 km,"8,1 km/l",7 km/l,,,,,,,,,,
nissan,Livina,livina,livina-grand-s-1-8-2014,livina-grand-s-1-8-2014,https://www.fichacompleta.com.br/carros/nissan/livina-grand-s-1-8-2014,2026-06-15T15:54:24.533980,Nissan Livina Grand S 1.8 2014,"10,9 s",190 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"10,3 kg/cv","73,9 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1620 mm,1470 mm,1475 mm,4420 mm,2600 mm,1690 mm,1293 kg,,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,575 km,450 km,"11,5 km/l",9 km/l,6,,,"10,6 m","81,1 mm",84 mm,,Admissão,,"2,23 m²","0,749 m²",,"0,336",571 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 km,320 km,8 km/l,"6,4 km/l",,,,,,,,,450 litros,123 litros
nissan,Livina,livina,livina-grand-sl-1-8-at-2014,livina-grand-sl-1-8-at-2014,https://www.fichacompleta.com.br/carros/nissan/livina-grand-sl-1-8-at-2014,2026-06-15T15:54:29.156201,Nissan Livina Grand SL 1.8 AT 2014,"11,8 s",181 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente","81,1 mm",84 mm,Transversal,Dianteiro,"10,4 kg/cv","74,6 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1620 mm,1470 mm,1475 mm,4420 mm,2600 mm,1690 mm,1306 kg,,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,560 km,445 km,"11,2 km/l","8,9 km/l",4,,,"10,6 m",,,,Admissão,,"2,23 m²","0,749 m²",,"0,336",571 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385 km,310 km,"7,7 km/l","6,2 km/l",,,,,,,,,450 litros,123 litros
nissan,Livina,livina,livina-s-1-6-2014,livina-s-1-6-2014,https://www.fichacompleta.com.br/carros/nissan/livina-s-1-6-2014,2026-06-15T15:54:33.154523,Nissan Livina S 1.6 2014,"11,7 s",183 km/h,Embreagem monodisco a seco,Manual,JH3,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,K4M,"Duplo no cabeçote, correia dentada","80,5 mm","79,5 mm",Transversal,Dianteiro,"10,8 kg/cv","76,5 kg/kgfm","67,6 cv/litro",108 cv (A) 104 cv (G) a 5750 rpm,10:1,,,"9,6 kgfm/litro","15,3 kgfm (A) 14,9 kgfm (G) a 3750 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1170 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,595 km,510 km,"11,9 km/l","10,2 km/l",5,,,Não informado,,,,,,"2,23 m²","0,749 m²",,"0,336",400 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 km,350 km,"8,1 km/l",7 km/l,,,,,,,,,,
nissan,Livina,livina,livina-s-1-8-at-2014,livina-s-1-8-at-2014,https://www.fichacompleta.com.br/carros/nissan/livina-s-1-8-at-2014,2026-06-15T15:54:36.765274,Nissan Livina S 1.8 AT 2014,"10,8 s",182 km/h,Conversor de torque,Automático,,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,4 kg/cv","67,6 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1570 mm,,,4180 mm,2600 mm,1690 mm,1183 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,550 km,475 km,11 km/l,"9,5 km/l",4,,,Não informado,"81,1 mm",84 mm,,Admissão,,"2,23 m²","0,749 m²",,"0,336",400 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 km,325 km,"7,5 km/l","6,5 km/l",,,,,,,,,,
nissan,Livina,livina,livina-x-gear-1-8-at-2014,livina-x-gear-1-8-at-2014,https://www.fichacompleta.com.br/carros/nissan/livina-x-gear-1-8-at-2014,2026-06-15T15:54:40.300212,Nissan Livina X-Gear 1.8 AT 2014,"10,8 s",182 km/h,Conversor de torque,Automático,,4,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,MR18DE,Duplo no cabeçote,"81,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","68,8 kg/kgfm","70,1 cv/litro",126 cv (A) 125 cv (G) a 5200 rpm,"9,9:1",,,"9,7 kgfm/litro","17,5 kgfm (A) 17,5 kgfm (G) a 4800 rpm",4,1605 mm,,,4275 mm,2600 mm,1730 mm,1204 kg,449 litros,50 litros,120 mm,Disco ventilado,Tambor,Elétrica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,550 km,475 km,11 km/l,"9,5 km/l",4,5200 rpm,4800 rpm,Não informado,,,Corrente,,,"2,23 m²","0,749 m²","0,336","0,336",400 kg,,,,165 mm,,,,,,,,,,,,,,,,,,,,,,,,,126 cv,125 cv,"17,5 kgfm","17,5 kgfm",375 km,325 km,"7,5 km/l","6,5 km/l",,,,,,,,,,
nissan,March,march,march-1-0-2012,march-1-0-2012,https://www.fichacompleta.com.br/carros/nissan/march-1-0-2012,2026-06-15T15:55:00.133068,Nissan March 1.0 2012,"13,8 s",167 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Natural,998 cm³,4 em linha,D4D,Único no cabeçote,"66,8 mm",69 mm,Transversal,Dianteiro,"12,5 kg/cv","92,5 kg/kgfm","74,1 cv/litro",74 cv (A) 74 cv (G) a 5850 rpm,10:1,,,"10,0 kgfm/litro",10 kgfm (A) 10 kgfm (G) a 4350 rpm,4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,925 kg,265 litros,41 litros,116 mm,Disco ventilado,Tambor,Não assistida,9 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,504 km,"14,5 km/l","12,3 km/l",5,5850 rpm,4350 rpm,9 m,,,Correia dentada,,165/70 R14,"2,16 m²","0,713 m²","0,33","0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74 cv,74 cv,10 kgfm,10 kgfm,398 km,344 km,"9,7 km/l","8,4 km/l",,,,,,,,,,
nissan,March,march,march-s-1-0-2012,march-s-1-0-2012,https://www.fichacompleta.com.br/carros/nissan/march-s-1-0-2012,2026-06-15T15:55:04.647807,Nissan March S 1.0 2012,"13,8 s",167 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,998 cm³,4 em linha,D4D,"Único no cabeçote, correia dentada","66,8 mm",69 mm,Transversal,Dianteiro,"12,5 kg/cv","92,5 kg/kgfm","74,1 cv/litro",74 cv (A) 74 cv (G) a 5850 rpm,10:1,,,"10,0 kgfm/litro",10 kgfm (A) 10 kgfm (G) a 4350 rpm,4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,925 kg,265 litros,41 litros,116 mm,Disco ventilado,Tambor,Não assistida,,"Independente, McPherson",Mola helicoidal,Eixo de torção,595 km,504 km,"14,5 km/l","12,3 km/l",5,,,9 m,,,,,165/70 R14,"2,16 m²","0,713 m²",,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398 km,344 km,"9,7 km/l","8,4 km/l",,,,,,,,,,
nissan,March,march,march-s-1-6-2012,march-s-1-6-2012,https://www.fichacompleta.com.br/carros/nissan/march-s-1-6-2012,2026-06-15T15:55:08.714330,Nissan March S 1.6 2012,"9,3 s",191 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,HR16DE,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"8,7 kg/cv","63,8 kg/kgfm","69,5 cv/litro",111 cv (A) 111 cv (G) a 5600 rpm,"10,7:1",,,"9,4 kgfm/litro","15,1 kgfm (A) 15,1 kgfm (G) a 4000 rpm",4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,064 kg,265 litros,41 litros,105 mm,Disco ventilado,Tambor,Elétrica,9 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,574 km,492 km,14 km/l,12 km/l,5,5600 rpm,4000 rpm,9 m,,,Corrente,Admissão,165/70 R14,"2,16 m²","0,713 m²","0,33","0,33",,6750 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,111 cv,111 cv,"15,1 kgfm","15,1 kgfm",390 km,336 km,"9,5 km/l","8,2 km/l",,,,,,,,,,
nissan,March,march,march-sr-1-6-2012,march-sr-1-6-2012,https://www.fichacompleta.com.br/carros/nissan/march-sr-1-6-2012,2026-06-15T15:55:11.756320,Nissan March SR 1.6 2012,"9,3 s",191 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,HR16DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,7 kg/cv","63,8 kg/kgfm","69,5 cv/litro",111 cv (A) 111 cv (G) a 5600 rpm,"10,7:1",,,"9,4 kgfm/litro","15,1 kgfm (A) 15,1 kgfm (G) a 4000 rpm",4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,964 kg,265 litros,41 litros,105 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,574 km,492 km,14 km/l,12 km/l,5,,,9 m,"83,6 mm",78 mm,,Admissão,165/70 R14,"2,16 m²","0,713 m²",,"0,33",,6750 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,390 km,336 km,"9,5 km/l","8,2 km/l",,,,,,,,,,
nissan,March,march,march-sv-1-6-2012,march-sv-1-6-2012,https://www.fichacompleta.com.br/carros/nissan/march-sv-1-6-2012,2026-06-15T15:55:14.514581,Nissan March SV 1.6 2012,"9,3 s",191 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,HR16DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,7 kg/cv","63,8 kg/kgfm","69,5 cv/litro",111 cv (A) 111 cv (G) a 5600 rpm,"10,7:1",,,"9,4 kgfm/litro","15,1 kgfm (A) 15,1 kgfm (G) a 4000 rpm",4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,964 kg,265 litros,41 litros,105 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,574 km,492 km,14 km/l,12 km/l,5,,,9 m,"83,6 mm",78 mm,,Admissão,165/70 R14,"2,16 m²","0,713 m²",,"0,33",,6750 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,390 km,336 km,"9,5 km/l","8,2 km/l",,,,,,,,,,
nissan,March,march,march-1-0-2013,march-1-0-2013,https://www.fichacompleta.com.br/carros/nissan/march-1-0-2013,2026-06-15T15:55:18.562231,Nissan March 1.0 2013,"13,8 s",167 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,998 cm³,4 em linha,D4D,"Único no cabeçote, correia dentada","66,8 mm",69 mm,Transversal,Dianteiro,"12,5 kg/cv","92,5 kg/kgfm","74,1 cv/litro",74 cv (A) 74 cv (G) a 5850 rpm,10:1,,,"10,0 kgfm/litro",10 kgfm (A) 10 kgfm (G) a 4350 rpm,4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,925 kg,265 litros,41 litros,116 mm,Disco ventilado,Tambor,Não assistida,,"Independente, McPherson",Mola helicoidal,Eixo de torção,595 km,504 km,"14,5 km/l","12,3 km/l",5,,,9 m,,,,,165/70 R14,"2,16 m²","0,713 m²",,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398 km,344 km,"9,7 km/l","8,4 km/l",,,,,,,,,,
nissan,March,march,march-rio-2016-1-0-2013,march-rio-2016-1-0-2013,https://www.fichacompleta.com.br/carros/nissan/march-rio-2016-1-0-2013,2026-06-15T15:55:21.195380,Nissan March Rio 2016 1.0 2013,"13,8 s",167 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Natural,998 cm³,4 em linha,D4D,Único no cabeçote,"66,8 mm",69 mm,Transversal,Dianteiro,"12,5 kg/cv","92,5 kg/kgfm","74,1 cv/litro",,10:1,,,"10,0 kgfm/litro",,4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,925 kg,265 litros,41 litros,105 mm,Disco ventilado,Tambor,Elétrica,9 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,595 km,504 km,"14,5 km/l","12,3 km/l",,5850 rpm,4350 rpm,,,,Correia dentada,,165/70 R14,"2,16 m²","0,713 m²","0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398 km,344 km,"9,7 km/l","8,4 km/l",,74 cv,74 cv,10 kgfm,10 kgfm,,,,,
nissan,March,march,march-rio-2016-1-6-2013,march-rio-2016-1-6-2013,https://www.fichacompleta.com.br/carros/nissan/march-rio-2016-1-6-2013,2026-06-15T15:55:25.665274,Nissan March Rio 2016 1.6 2013,"9,3 s",191 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,HR16DE,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"8,7 kg/cv","63,8 kg/kgfm","69,5 cv/litro",,"10,7:1",,,"9,4 kgfm/litro",,4,1528 mm,1470 mm,1475 mm,3780 mm,2450 mm,1665 mm,064 kg,265 litros,41 litros,105 mm,Disco ventilado,Tambor,Elétrica,9 m,"Indep., McPherson",Mola helicoidal,Eixo de torção,574 km,492 km,14 km/l,12 km/l,,5600 rpm,4000 rpm,,,,Corrente,Admissão,165/70 R14,"2,16 m²","0,713 m²","0,33",,,6750 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,390 km,336 km,"9,5 km/l","8,2 km/l",,111 cv,111 cv,"15,1 kgfm","15,1 kgfm",,,,,
